학교명,학교급,학교특성,주소,위도,경도,전화번호,홈페이지 주소,남녀공학
서울대학교사범대학부설중학교,3,중학교,서울특별시 성북구 월곡로 36 (종암동),37.596201,127.039164,02-943-5812,http://snums.sen.ms.kr,남
서울대학교사범대학부설여자중학교,3,중학교,"서울특별시 종로구 대학로 64 , 서울대학교사범대학부설여자중학교 (이화동)",37.57792813,127.0038989,02-762-5252,http://snu.sen.ms.kr,녀
개원중학교,3,중학교,"서울특별시 강남구 영동대로 101 , 개원중학교 (개포동,개원중학교)",37.49164119,127.0714149,02-3411-8321,http://gaewon.sen.ms.kr,공학
개포중학교,3,중학교,"서울특별시 강남구 선릉로 9 (개포동,개포중학교)",37.4806642,127.0617435,02-2138-1631,https://gaepo.sen.ms.kr,공학
경원중학교,3,중학교,"서울특별시 서초구 신반포로33길 39 (잠원동,경원중학교)",37.510997,127.008879,02-593-6578,http://gyeongwon.sen.ms.kr,공학
구룡중학교,3,중학교,"서울특별시 강남구 선릉로 103 (개포동,구룡중학교)",37.4861533,127.0561228,02-577-3708,http://gury.sen.ms.kr/,공학
압구정중학교,3,중학교,"서울특별시 강남구 압구정로 225 , 압구정중학교 (압구정동,압구정중학교)",37.53023918,127.0329857,02-543-1393,http://apgujeong.sen.ms.kr,공학
단국대학교사범대학부속중학교,3,중학교,서울특별시 강남구 도곡로64길 21 (대치동),37.4953357,127.0564936,02-2191-2600,http://dankook.sen.ms.kr,남
대명중학교,3,중학교,"서울특별시 강남구 역삼로87길 26 (대치동, 대명중학교)",37.50605588,127.0610643,02-563-3701,http://daemyeong.sen.ms.kr,공학
대왕중학교,3,중학교,"서울특별시 강남구 광평로20길 7 (수서동, 대왕중학교)",37.48345655,127.0873402,02-2226-2646,http://daewang.sen.ms.kr,공학
대청중학교,3,중학교,"서울특별시 강남구 양재천로 321 (대치동, 대청중학교)",37.4904302,127.0583513,02-553-9830,http://daecheong.sen.ms.kr,공학
대치중학교,3,중학교,"서울특별시 강남구 남부순환로378길 39 (도곡동,대치중학교)",37.4845654,127.0472825,02-572-9781,http://daechi.sen.ms.kr,공학
도곡중학교,3,중학교,"서울특별시 강남구 언주로57길 31 (도곡동,도곡중학교)",37.4923472,127.0450882,02-3462-5951,http://dogok.sen.ms.kr,공학
동덕여자중학교,3,중학교,"서울특별시 서초구 효령로2길 123-5 (방배동,동덕여자중고등학교)",37.4759176,126.9927527,02-586-5417,http://dongduk.sen.ms.kr,녀
반포중학교,3,중학교,"서울특별시 서초구 신반포로 67 (반포동,반포중학교)",37.5030706,126.9918514,02-599-2304,http://banpo.sen.ms.kr,남
방배중학교,3,중학교,"서울특별시 서초구 동광로 144 (반포동,방배중학교)",37.494454,126.998434,02-532-1342,http://bangbae.sen.ms.kr,공학
봉은중학교,3,중학교,서울특별시 강남구 영동대로128길 59 (삼성동),37.5189411,127.0621196,02-547-5628,http://bongeun.sen.ms.kr,공학
서문여자중학교,3,중학교,서울특별시 서초구 동광로12길 84 (방배동),37.48877,126.984628,02-3015-3600,https://suhmoon.sen.ms.kr/,녀
서운중학교,3,중학교,"서울특별시 서초구 서운로 115 (서초동,서운중학교)",37.493734,127.024691,02-3473-2701,http://seoun.sen.ms.kr,공학
서일중학교,3,중학교,"서울특별시 서초구 서운로21길 2 (서초동,서일중학교)",37.49852977,127.0232191,02-3482-9663,http://seoil.sen.ms.kr,공학
서초중학교,3,중학교,"서울특별시 서초구 반포대로13길 48 (서초동,서초중학교)",37.48553922,127.0085208,02-583-0105,http://seocho.sen.ms.kr,공학
세화여자중학교,3,중학교,"서울특별시 서초구 신반포로 56-7 , 세화여자중학교 (반포동,강당)",37.5019914,126.9942648,02-594-4887,http://sehwa.sen.ms.kr,녀
수서중학교,3,중학교,"서울특별시 강남구 광평로59길 57 (수서동,수서중학교)",37.49120395,127.1023793,02-451-7092,http://suseo.sen.ms.kr,공학
숙명여자중학교,3,중학교,"서울특별시 강남구 남부순환로 2807 , 숙명여자중학교",37.49147446,127.0526124,02-6480-5300,http://sookmyung.sen.ms.kr,녀
신구중학교,3,중학교,"서울특별시 강남구 압구정로36길 17 (신사동,신구중학교)",37.527283,127.03216,02-548-5038,http://shingu.sen.ms.kr,공학
신동중학교,3,중학교,"서울특별시 서초구 나루터로 27 , 신동중학교 (잠원동,신동중학교)",37.516699,127.013192,02-594-6456,http://shindong.sen.ms.kr,공학
신반포중학교,3,중학교,"서울특별시 서초구 신반포로19길 26 , 신반포중학교 (반포동,신반포중학교)",37.505955,126.995829,02-537-6731,shinbanpo.sen.ms.kr,공학
신사중학교,3,중학교,"서울특별시 강남구 압구정로 123 (압구정동,신사중학교)",37.52469892,127.0211909,02-541-1062,http://sinsa.sen.ms.kr,공학
언남중학교,3,중학교,"서울특별시 서초구 동산로 55 (양재동,언남중학교)",37.4724059,127.0444116,02-577-3038,http://eonnam.sen.ms.kr,공학
언북중학교,3,중학교,"서울특별시 강남구 도산대로38길 27 (논현동,언북중학교)",37.51942711,127.0331257,02-544-1311,http://eonbuk.sen.ms.kr,공학
언주중학교,3,중학교,"서울특별시 강남구 선릉로116길 57 , 언주중학교",37.5144,127.0465,02-514-7174,http://eonju.sen.ms.kr,공학
역삼중학교,3,중학교,"서울특별시 강남구 도곡로43길 10 (역삼동,역삼중학교)",37.49593424,127.0488928,02-558-1501,http://yeoksam.sen.ms.kr,공학
영동중학교,3,중학교,"서울특별시 서초구 성촌길 14 (우면동,영동중학교)",37.46593086,127.0252075,02-3474-7386,http://youngdong.sen.ms.kr,공학
원촌중학교,3,중학교,"서울특별시 서초구 사평대로45길 10 (반포동,원촌중학교)",37.505904,127.0135789,02-3482-6053,http://wonchon.sen.ms.kr,공학
은성중학교,3,중학교,"서울특별시 강남구 남부순환로359길 36 (도곡동,은광여자고등학교)",37.487704,127.036142,02-3462-2003,http://eunseong.sen.ms.kr,공학
이수중학교,3,중학교,"서울특별시 서초구 방배중앙로3길 32 (방배동,이수중학교)",37.4809574,126.9903022,02-521-4651,http://isu.sen.ms.kr,남
중동중학교,3,중학교,서울특별시 강남구 일원로8길 37 중동중학교,37.488319,127.0786207,070-7092-9300,https://joongdong.sen.ms.kr/,남
진선여자중학교,3,중학교,"서울특별시 강남구 선릉로85길 27 (역삼동, 진선여자중학교)",37.50231001,127.0482862,02-2185-4300,http://jinseon.sen.ms.kr,녀
청담중학교,3,중학교,"서울특별시 강남구 압구정로61길 36 (청담동,청담중학교)",37.52877545,127.0453528,02-511-5151,http://cheongdam.sen.ms.kr,공학
휘문중학교,3,중학교,서울특별시 강남구 역삼로 541 (대치동),37.504951,127.0620662,02-500-9700,http://whimoon.sen.ms.kr,남
가락중학교,3,중학교,"서울특별시 송파구 송이로 45 (송파동,가락중학교)",37.50248724,127.1187525,02-2143-3100,http://karak.sen.ms.kr,공학
가원중학교,3,중학교,"서울특별시 송파구 중대로10길 40-18 (가락동,가원중학교)",37.4910003,127.1231715,02-409-2179,http://gawon.sen.ms.kr,공학
강일중학교,3,중학교,서울특별시 강동구 고덕로27길 12 (암사동414-17),37.5551525,127.1382791,02-441-4651,http://kangil.sen.ms.kr,공학
거원중학교,3,중학교,"서울특별시 송파구 양산로2길 30 (거여동,거원중학교)",37.4874893,127.1465347,02-405-4205,http://geowon.sen.ms.kr,공학
고덕중학교,3,중학교,서울특별시 강동구 동남로82길 94 (고덕동),37.56036706,127.1616448,02-2045-6000,http://godeok.sen.ms.kr,공학
동북중학교,3,중학교,서울특별시 강동구 강동대로 305 (둔촌동),37.520249,127.140634,02-477-2280,http://dongbuk.sen.ms.kr,남
동신중학교,3,중학교,"서울특별시 강동구 진황도로 72 (천호동, 동신중학교)",37.53676988,127.1343666,02-3784-3938,http://dongshin.sen.ms.kr,공학
둔촌중학교,3,중학교,서울특별시 강동구 진황도로61길 25-30 (둔촌동),37.530632,127.146493,02-489-7100,http://doonchon.sen.ms.kr,공학
명일중학교,3,중학교,"서울특별시 강동구 양재대로156길 57 (고덕동,명일중학교)",37.557385,127.147981,02-429-5641,http://myungil.sen.ms.kr,공학
문정중학교,3,중학교,"서울특별시 송파구 문정로 73 (문정동, 문정중학교)",37.48848095,127.1300195,02-448-6348,http://munjeong.sen.ms.kr,공학
방산중학교,3,중학교,"서울특별시 송파구 오금로29길 31 (방이동, 방산중학교)",37.5091513,127.1219039,02-2046-2600,http://bangsan.sen.ms.kr,공학
방이중학교,3,중학교,"서울특별시 송파구 오금로11길 64 (방이동,방이중학교)",37.5150094,127.1132435,02-2152-7111,http://bangi.sen.ms.kr,공학
배명중학교,3,중학교,"서울특별시 송파구 삼학사로 11 (삼전동,배명중고등학교)",37.49905,127.095697,02-414-5474,http://bm.sen.ms.kr,남
배재중학교,3,중학교,"서울특별시 강동구 고덕로 227 (고덕동, 배재중학교)",37.55505902,127.1502481,02-429-1885,http://paichai.sen.ms.kr,남
보성중학교,3,중학교,"서울특별시 송파구 양재대로 1278 (방이동,보성중고등학교)",37.520206,127.134853,02-2152-2513,http://posung.sen.ms.kr/,남
보인중학교,3,중학교,"서울특별시 송파구 오금로49길 18 (오금동, 보인중고등학교)",37.49814,127.138032,02-449-6017,http://boin.sen.ms.kr,남
상일중학교,3,중학교,"서울특별시 강동구 천호대로219길 61 (상일동, 상일중학교)",37.54795369,127.1702183,02-428-0735,http://sangil.sen.ms.kr,공학
석촌중학교,3,중학교,서울특별시 송파구 송이로15길 13 (가락동),37.501203,127.120763,02-448-4031,http://seokchon.sen.ms.kr,공학
성내중학교,3,중학교,"서울특별시 강동구 성안로7길 36 (성내동,성내중학교)",37.52906317,127.129117,02-480-1600,http://seongnae.sen.ms.kr,공학
성덕여자중학교,3,중학교,"서울특별시 강동구 구천면로 396 (천호동, 성덕여자중학교)",37.549597,127.141637,02-475-4626,http://sd.sen.ms.kr,녀
세륜중학교,3,중학교,"서울특별시 송파구 양재대로72길 41 (오금동,세륜중학교)",37.508594,127.131492,02-411-1000,http://seryun.sen.ms.kr,공학
송파중학교,3,중학교,"서울특별시 송파구 동남로 203 (가락동, 송파중학교)",37.49592336,127.1299329,02-402-0118,http://songpa.sen.ms.kr,공학
신명중학교,3,중학교,서울특별시 강동구 명일로24길 25 (길동),37.54182637,127.1492982,02-6969-6400,http://sinmyung.sen.ms.kr,공학
신암중학교,3,중학교,"서울특별시 강동구 고덕로 65 , 신암중학교 (암사동)",37.55636925,127.1336141,02-441-6751,http://sinam.sen.ms.kr,공학
신천중학교,3,중학교,"서울특별시 송파구 백제고분로 11 , 신천중학교 (잠실동)",37.51643649,127.0777096,02-422-3946,scm.sen.ms.kr,공학
아주중학교,3,중학교,"서울특별시 송파구 올림픽로4길 69 , 아주중학교 (잠실동)",37.50522875,127.0765489,02-415-1697,http://aju.sen.ms.kr,공학
영파여자중학교,3,중학교,서울특별시 송파구 올림픽로 565 (풍납동),37.532854,127.120354,02-488-4074,http://youngpa.sen.ms.kr,녀
오금중학교,3,중학교,"서울특별시 송파구 오금로35길 20 (오금동,오금중학교)",37.50526983,127.1288,02-402-4778,http://ogeum.sen.ms.kr,공학
오륜중학교,3,중학교,"서울특별시 송파구 양재대로 1242 (방이동,오륜중학교)",37.5161458,127.1388726,02-3434-4100,http://oryun.sen.ms.kr,공학
오주중학교,3,중학교,"서울특별시 송파구 동남로 281 (오금동, 오주중학교)",37.50150606,127.1362666,02-3434-7500,http://oju.sen.ms.kr,공학
잠실여자중학교,3,중학교,"서울특별시 송파구 송파대로38길 8 (송파동,잠실여자중학교)",37.50088,127.113224,02-2140-8131,http://jamsilg.sen.ms.kr,녀
잠신중학교,3,중학교,"서울특별시 송파구 잠실로 12 , 잠신중학교 (잠실동)",37.51616992,127.0878036,02-2251-1234,http://jamsin.sen.ms.kr,공학
잠실중학교,3,중학교,서울특별시 송파구 올림픽로35길 130 (신천동),37.5178192,127.0986647,02-420-8051,http://jamsil.sen.ms.kr,공학
정신여자중학교,3,중학교,"서울특별시 송파구 올림픽로4길 16 , 정신여자중학교 (잠실동)",37.50945438,127.0738478,02-423-4123,http://chungshin.sen.ms.kr,녀
천일중학교,3,중학교,"서울특별시 강동구 천중로 57 (천호동,천일중학교)",37.54590987,127.1276387,02-470-3542,http://cheonil.sen.ms.kr,공학
천호중학교,3,중학교,서울특별시 강동구 상암로 153 (천호동),37.54651971,127.1396981,02-470-7075,http://cheonho.sen.ms.kr,공학
풍납중학교,3,중학교,서울특별시 송파구 올림픽로43길 20 (풍납동),37.5255375,127.1159443,02-2225-2000,http://pungnap.sen.ms.kr,공학
풍성중학교,3,중학교,"서울특별시 송파구 강동대로2길 27 (풍납동, 풍성중학교)",37.52543976,127.1128836,02-2224-7700,http://pungsung.sen.ms.kr,공학
한산중학교,3,중학교,서울특별시 강동구 풍성로 251 (둔촌동),37.52890265,127.1403033,02-474-4903,http://hansan.sen.ms.kr,공학
한영중학교,3,중학교,"서울특별시 강동구 동남로 832 , 한영중학교 (상일동)",37.549136,127.157387,02-6954-1403,https://hanyoung.sen.ms.kr,공학
강신중학교,3,중학교,"서울특별시 양천구 남부순환로 604 (신월동,강신중학교)",37.51513662,126.8381588,02-2694-9623,http://kangsin.sen.ms.kr,공학
경서중학교,3,중학교,서울특별시 강서구 양천로59길 31 (가양동),37.56124257,126.8577618,02-2668-0304,http://gyeongseo.sen.ms.kr,공학
공항중학교,3,중학교,"서울특별시 강서구 방화대로 241 (공항동,공항중학교)",37.56217796,126.8149676,02-2662-0471,http://gonghang.sen.ms.kr,공학
금옥중학교,3,중학교,"서울특별시 양천구 신정로 213 , 금옥중학교 (신정동)",37.510293,126.844182,02-2696-1202,geumok.sen.ms.kr,공학
덕원중학교,3,중학교,"서울특별시 강서구 강서로45길 91-44 (내발산동,덕원중학교)",37.550018,126.829446,02-2660-7955,http://deokwon.sen.ms.kr,공학
등명중학교,3,중학교,"서울특별시 강서구 공항대로39길 39 (등촌동,등명중학교)",37.56019353,126.8433039,02-2658-2727,deungmyoung.sen.ms.kr,공학
등원중학교,3,중학교,"서울특별시 강서구 화곡로65길 50 (등촌동,등원중학교)",37.55971781,126.8516802,02-2658-2707,http://deungwon.sen.ms.kr,공학
등촌중학교,3,중학교,"서울특별시 강서구 공항대로 484-12 (등촌동,등촌중학교)",37.55248302,126.8592134,02-2653-0392,http://deungchon.sen.ms.kr,공학
마포중학교,3,중학교,"서울특별시 강서구 화곡로 403 , 마포중학교 (전화 02-3663-2587)",37.560364,126.853059,02-3663-2591,http://mapo.sen.ms.kr,남
명덕여자중학교,3,중학교,서울특별시 강서구 강서로47길 34-10 (내발산동),37.553625,126.834815,02-2664-8813,http://myungduk.sen.ms.kr,녀
목동중학교,3,중학교,"서울특별시 양천구 목동동로 172 (신정동,목동중학교)",37.52095837,126.8714445,02-2643-1103,http://mokdong.sen.ms.kr,공학
목일중학교,3,중학교,"서울특별시 양천구 목동동로8길 70 (신정동,목일중학교)",37.5133739,126.8741821,02-2646-0553,http://mokil.sen.ms.kr,공학
방원중학교,3,중학교,"서울특별시 강서구 금낭화로 268 , 방원중학교 (방화동,방원중학교)",37.575976,126.808714,02-2661-2812,http://bangwon.sen.ms.kr,공학
방화중학교,3,중학교,서울특별시 강서구 개화동로27길 9 (방화동),37.56433498,126.8071071,02-2662-4452,http://banghwa.sen.ms.kr,공학
백석중학교,3,중학교,"서울특별시 강서구 등촌로51나길 35 (등촌동,백석중학교)",37.548487,126.858907,02-2644-2886,baekseok.sen.ms.kr,공학
봉영여자중학교,3,중학교,"서울특별시 양천구 목동동로2길 68 (신정동,봉영여자중학교)",37.50896,126.861331,02-2648-7124,bongyoung.sen.ms.kr,녀
삼정중학교,3,중학교,"서울특별시 강서구 금낭화로 210 (방화동,삼정중학교)",37.581561,126.810702,02-2666-6033,http://samjeong.sen.ms.kr,공학
성재중학교,3,중학교,"서울특별시 강서구 허준로 36 (가양동,성재중학교)",37.56945118,126.8452948,02-2658-9853,http://sungjae.sen.ms.kr,공학
송정중학교,3,중학교,"서울특별시 강서구 남부순환로 121 (공항동,송정중학교)",37.55315762,126.8152434,02-2661-0478,https://songjeong.sen.ms.kr,공학
신남중학교,3,중학교,"서울특별시 양천구 중앙로29길 109 (신월동,신남중학교)",37.52077533,126.8478252,02-2602-7353,http://shinnam.sen.ms.kr,공학
신목중학교,3,중학교,"서울특별시 양천구 목동중앙로 88 (목동,신목중학교)",37.53711,126.87287,02-2648-2142,http://shinmok.sen.ms.kr,공학
신서중학교,3,중학교,"서울특별시 양천구 중앙로 206 (신정동,신서중학교)",37.515908,126.855545,02-2654-8011,http://sinseo.sen.ms.kr,공학
신원중학교,3,중학교,"서울특별시 양천구 가로공원로55길 19 (신월동,신원중학교)",37.536668,126.824311,02-2699-0183,http://shinwon.sen.ms.kr,공학
신월중학교,3,중학교,"서울특별시 양천구 남부순환로29길 25 , 신월중학교 (신월동)",37.541731,126.828491,02-2601-4254,http://sinwol.sen.ms.kr,공학
신정여자중학교,3,중학교,서울특별시 강서구 등촌로13아길 20 신정여자중학교,37.537958,126.856493,02-2644-3549,http://shinjeong.sen.ms.kr,녀
신화중학교,3,중학교,"서울특별시 양천구 남부순환로29길 35 , 신화중학교 (신월동)",37.54082155,126.8298975,02-3219-2900,http://shinhwa.sen.ms.kr,공학
양강중학교,3,중학교,서울특별시 양천구 중앙로 319 (신월동),37.52491143,126.8496223,02-2691-0869,http://yangkang.sen.ms.kr,공학
양동중학교,3,중학교,"서울특별시 양천구 목동중앙북로 49 (목동,양동중학교)",37.5483674,126.8687178,02-2648-3638,http://yangdong.sen.ms.kr,공학
양서중학교,3,중학교,"서울특별시 양천구 남부순환로 380 (신월동,양서중학교)",37.532914,126.829502,02-6273-8106,http://yangseo.sen.ms.kr,공학
양정중학교,3,중학교,"서울특별시 양천구 안양천로 1039 (목동, 양정고등학교)",37.535378,126.886908,02-2649-7077,http://ycsc.sen.ms.kr,남
양천중학교,3,중학교,"서울특별시 양천구 지양로7길 32 (신월동,양천중학교)",37.519725,126.830705,02-2694-2715,http://yangcheon.sen.ms.kr,공학
염창중학교,3,중학교,"서울특별시 강서구 양천로67가길 83 (염창동,염창중학교)",37.5538859,126.8716074,02-3661-9756,http://yumchang.sen.ms.kr,공학
영도중학교,3,중학교,"서울특별시 양천구 목동중앙남로 27 , 영도중학교 (목동,강서고등학교)",37.535944,126.865946,02-2643-0242,http://yeongdo21.sen.ms.kr,남
월촌중학교,3,중학교,"서울특별시 양천구 목동서로 31 (목동,서울월촌중학교)",37.537656,126.882996,02-2648-8570,http://wolchonnet.sen.ms.kr,공학
화곡중학교,3,중학교,"서울특별시 강서구 강서로45길 70 (내발산동,화곡중학교)",37.548164,126.833204,070-8644-6400,http://hwagok.sen.ms.kr,남
화원중학교,3,중학교,"서울특별시 강서구 강서로17나길 86 (화곡동,화원중학교)",37.536971,126.842535,02-811-2000,http://hwawon.sen.ms.kr,공학
가산중학교,3,중학교,서울특별시 금천구 시흥대로115길 48 (독산동),37.46781801,126.8942659,02-804-1777,http://gasan.sen.ms.kr,공학
개봉중학교,3,중학교,서울특별시 구로구 고척로21나길 68 (개봉동),37.50353022,126.8424,02-3660-2400,http://gaebong.sen.ms.kr,공학
개웅중학교,3,중학교,"서울특별시 구로구 개봉로11길 81 , 개웅중학교 (개봉동,개웅중학교)",37.48752519,126.8510722,02-2613-3342,http://kaewoong.sen.ms.kr,공학
고척중학교,3,중학교,"서울특별시 구로구 중앙로3길 20 , 고척중학교 (고척동)",37.5003254,126.8621596,02-6917-7101,http://gocheok.sen.ms.kr,공학
구로중학교,3,중학교,서울특별시 구로구 구로중앙로 48 (구로동),37.494705,126.890895,02-864-4233,http://guro.sen.ms.kr,공학
구일중학교,3,중학교,서울특별시 구로구 구일로 90-133 (구로동),37.49530027,126.8737683,02-2107-9104,http://guil.sen.ms.kr,공학
난곡중학교,3,중학교,서울특별시 금천구 문성로 67 (독산동),37.4780455,126.9107939,02-2283-5200,http://nangok.sen.ms.kr,공학
당산서중학교,3,중학교,"서울특별시 영등포구 당산로41길 12 (당산동5가,당산서중학교)",37.53248539,126.8988269,02-2676-0962,http://dangsanseo.sen.ms.kr,공학
당산중학교,3,중학교,서울특별시 영등포구 버드나루로 160 (당산동),37.53203128,126.9076161,02-2177-9900,http://dangsan.sen.ms.kr,공학
대림중학교,3,중학교,"서울특별시 영등포구 시흥대로185길 6 (대림동,대림중학교)",37.49231851,126.907466,02-845-2171,http://daerim.sen.ms.kr,공학
대영중학교,3,중학교,"서울특별시 영등포구 도림로80가길 14 (신길동,대영중학교)",37.50343874,126.9052085,02-848-7781,http://daeyoung.sen.ms.kr,공학
동일중학교,3,중학교,서울특별시 금천구 탑골로10길 45 (시흥동),37.45224509,126.9170405,02-802-0991,http://dongil.sen.ms.kr,공학
문래중학교,3,중학교,"서울특별시 영등포구 선유서로13길 6 (문래동6가,문래중학교)",37.52041649,126.8841421,02-6712-0707,http://mullae.sen.ms.kr,공학
문성중학교,3,중학교,"서울특별시 금천구 독산로102길 78 , 문성중학교 (독산동)",37.476424,126.908017,02-858-8446,http://munseong.sen.ms.kr,공학
문일중학교,3,중학교,"서울특별시 금천구 시흥대로47길 45 , 문일중학교 (시흥동)",37.45033129,126.8985127,02-891-6669,http://moonil.sen.ms.kr,남
세일중학교,3,중학교,서울특별시 금천구 시흥대로147길 34 (독산동),37.474503,126.895686,02-856-0868,http://seil.sen.ms.kr,공학
시흥중학교,3,중학교,"서울특별시 금천구 시흥대로38길 60 , 시흥중학교 (시흥동)",37.4462966,126.9050817,02-895-2302,shiheung.sen.ms.kr,공학
신도림중학교,3,중학교,"서울특별시 구로구 경인로63길 74 , 신도림중학교 (신도림동)",37.51074037,126.8848085,02-2676-1993,http://sindorim.sen.ms.kr,공학
안천중학교,3,중학교,"서울특별시 금천구 한내로 69-44 (독산동,안천중학교)",37.459538,126.887366,02-894-1204,http://ancheon.sen.ms.kr,공학
선유중학교,3,중학교,서울특별시 영등포구 선유로 213 (양평동3가),37.532821,126.894357,02-2633-4147,http://seonyoo.sen.ms.kr,공학
양화중학교,3,중학교,"서울특별시 영등포구 당산로 56 (문래동3가,양화중학교)",37.51965987,126.8959936,02-2633-9284,http://yangwha.sen.ms.kr,공학
여의도중학교,3,중학교,"서울특별시 영등포구 국제금융로7길 46 , 여의도중학교 (여의도동)",37.52398056,126.9357536,02-2199-9500,http://yeouido.sen.ms.kr,공학
영남중학교,3,중학교,"서울특별시 영등포구 대림로31나길 17 , 영남중학교 (대림동)",37.497542,126.896254,02-848-9333,http://yeongnam.sen.ms.kr,공학
영림중학교,3,중학교,"서울특별시 구로구 가마산로27길 17 , 영림중학교 (구로동)",37.49722007,126.8906916,02-859-0320,http://younglim.sen.ms.kr,공학
영서중학교,3,중학교,서울특별시 구로구 도림로20길 35 (구로동),37.4892525,126.8944068,02-856-9567,http://yeongseo.sen.ms.kr,공학
영원중학교,3,중학교,"서울특별시 영등포구 영등포로62길 31 (영등포동,영원중학교)",37.51497446,126.9136456,02-843-2028,http://youngwon.sen.ms.kr,공학
오남중학교,3,중학교,서울특별시 구로구 오리로9길 25 (오류동),37.487475,126.836532,02-2687-4235,http://ohnam.sen.ms.kr,공학
경인중학교,3,중학교,서울특별시 구로구 경인로 301 (개봉동),37.49846665,126.8536741,02-2612-3471,kyeongin.sen.ms.kr,공학
오류중학교,3,중학교,서울특별시 구로구 고척로27바길 19 (고척동),37.50786367,126.8462137,02-2612-2602,http://oryu.sen.ms.kr,공학
우신중학교,3,중학교,"서울특별시 구로구 부일로 917 , 우신중학교 (궁동)",37.496241,126.826262,02-2610-1699,http://wooshin.sen.ms.kr,남
윤중중학교,3,중학교,"서울특별시 영등포구 여의동로3길 3 , 윤중중학교 (여의도동)",37.51893165,126.9241249,02-783-4478,http://yunjung.sen.ms.kr,공학
한울중학교,3,중학교,서울특별시 금천구 독산로50길 60 한울중학교,37.4622614,126.9072104,02-856-4941,https://hanwool.sen.ms.kr,공학
경희여자중학교,3,중학교,서울특별시 동대문구 경희대로 26 (회기동),37.594562,127.051427,02-6072-1888,http://kyungheegls.sen.ms.kr,녀
경희중학교,3,중학교,"서울특별시 동대문구 경희대로 26 , 경희중학교 (회기동)",37.594487,127.054904,02-966-6402,http://kyunghee.sen.ms.kr,남
대광중학교,3,중학교,서울특별시 동대문구 안암로 6 (신설동),37.578519,127.024809,02-940-2244,http://dgm.sen.ms.kr,공학
동국대학교사범대학부속중학교,3,중학교,서울특별시 동대문구 장안벚꽃로 201 (장안동),37.57804844,127.0751336,02-6716-1700,http://dongguk.sen.ms.kr,남
동대문중학교,3,중학교,"서울특별시 동대문구 사가정로 59 , 동대문중학교 (전농동)",37.5745089,127.0520944,02-3407-4231,http://dongdaemun.sen.ms.kr,공학
동원중학교,3,중학교,"서울특별시 중랑구 양원역로 32 (망우동, 동원중학교)",37.60382237,127.1095004,02-493-8129,http://dongwon.sen.ms.kr,공학
면목중학교,3,중학교,"서울특별시 중랑구 용마산로70길 37 , 면목중학교 (면목동)",37.58321558,127.0963055,02-437-0292,http://myonmok.sen.ms.kr,공학
봉화중학교,3,중학교,"서울특별시 중랑구 망우로70길 89 (망우동,봉화중학교)",37.596244,127.10397,02-434-0210,http://ibonghwa.sen.ms.kr,공학
상봉중학교,3,중학교,서울특별시 중랑구 상봉중앙로8나길 28 (상봉동),37.601345,127.090001,02-436-4316,https://sangbong.sen.ms.kr,공학
성일중학교,3,중학교,서울특별시 동대문구 왕산로23길 55 (제기동),37.58185167,127.0338508,02-926-0211,http://sungil.sen.ms.kr,공학
송곡중학교,3,중학교,서울특별시 중랑구 양원역로 67 (망우본동,37.605992,127.104901,02-6493-1900,songgok.sen.ms.kr,공학
숭인중학교,3,중학교,"서울특별시 동대문구 천호대로47길 34 (답십리동, 숭인중학교)",37.57391956,127.0440579,02-2215-0176,http://soongin.sen.ms.kr,공학
신현중학교,3,중학교,"서울특별시 중랑구 봉화산로 162 , 신현중학교 (상봉동)",37.60446476,127.0915312,02-3421-0631,http://sinhyeon.sen.ms.kr,공학
영란여자중학교,3,중학교,서울특별시 중랑구 망우로73길 56 (망우동),37.603661,127.104495,02-2209-0143,http://youngran.sen.ms.kr,녀
용마중학교,3,중학교,"서울특별시 중랑구 면목로28길 18 , 용마중학교 (면목동)",37.57450893,127.0862691,02-3496-0200,http://yongma.sen.ms.kr,공학
원묵중학교,3,중학교,"서울특별시 중랑구 신내로23길 57 , 원묵중학교 (묵동)",37.6178483,127.0845217,02-2094-9800,http://wonmook.sen.ms.kr,공학
장안중학교,3,중학교,"서울특별시 중랑구 동일로 780 , 장안중학교 (중화동)",37.600624,127.080729,02-6930-3300,http://jangan70.sen.ms.kr,공학
장평중학교,3,중학교,"서울특별시 동대문구 답십리로72길 158 , 장평중학교 (장안동)",37.56686096,127.070477,02-2243-8282,http://jangpyung.sen.ms.kr,공학
전농중학교,3,중학교,"서울특별시 동대문구 사가정로13길 71 (전농동,전농중학교)",37.58204347,127.0592786,02-2242-6652,http://jeonnong.sen.ms.kr,공학
전동중학교,3,중학교,"서울특별시 동대문구 장안벚꽃로 291 (휘경동,전동중학교)",37.585817,127.070928,02-2212-9266,http://jeondong.sen.ms.kr,공학
전일중학교,3,중학교,"서울특별시 동대문구 사가정로13길 67 , 전일중학교 (전농동)",37.5818177,127.0584632,02-2245-2745,http://jeonil.sen.ms.kr,공학
정화여자중학교,3,중학교,"서울특별시 동대문구 홍릉로15길 50 , 정화여자중학교 (제기동)",37.585632,127.040543,02-966-9332,http://jhg.sen.ms.kr,녀
중랑중학교,3,중학교,"서울특별시 중랑구 동일로140길 33 , 중랑중학교 (중화동)",37.60536258,127.0810862,02-437-5312,http://joongrang.sen.ms.kr,공학
